Export_Log_ID,Reporting_Date,Settlement_Cycle_Code,Gross_Sales_Volume,Total_COGS,Tax_Component,Net_Profit_Amount,Corporate_Tax_Zone,Reconciliation_Match_Flag,Last_Sync_Timestamp,created_at,updated_at,source_system,etl_load_timestamp,record_version,is_active
EXP00000108,2023-04-18,DAILY,354412.32,231595.91,23425.61,99390.80,LATAM,Y,2023-04-18T23:59:00,2023-04-18T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.499995,1,True
EXP00000109,2023-04-19,DAILY,326729.56,260431.23,22442.96,43855.37,APAC,Y,2023-04-19T23:59:00,2023-04-19T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.499995,1,True
EXP00000110,2023-04-20,DAILY,381424.86,300018.46,24084.87,57321.53,EU_CENTRAL,Y,2023-04-20T23:59:00,2023-04-20T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.499995,1,True
EXP00000111,2023-04-21,DAILY,379373.28,251616.97,24847.32,102908.99,US_EAST,Y,2023-04-21T23:59:00,2023-04-21T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.499995,1,True
EXP00000112,2023-04-22,DAILY,318324.04,201536.24,22619.95,94167.85,APAC,Y,2023-04-22T23:59:00,2023-04-22T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.499995,1,True
EXP00000113,2023-04-23,DAILY,349910.23,271943.41,23580.79,54386.03,EU_CENTRAL,Y,2023-04-23T23:59:00,2023-04-23T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.499995,1,True
EXP00000114,2023-04-24,DAILY,300044.35,200571.12,22015.97,77457.26,EU_CENTRAL,Y,2023-04-24T23:59:00,2023-04-24T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.499995,1,True
EXP00000115,2023-04-25,DAILY,398992.55,292588.50,27196.86,79207.19,LATAM,Y,2023-04-25T23:59:00,2023-04-25T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.499995,1,True
EXP00000116,2023-04-26,DAILY,332341.16,231353.61,22213.98,78773.57,LATAM,Y,2023-04-26T23:59:00,2023-04-26T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.499995,1,True
EXP00000117,2023-04-27,DAILY,373526.87,281170.10,27234.41,65122.36,APAC,Y,2023-04-27T23:59:00,2023-04-27T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.499995,1,True
EXP00000118,2023-04-28,DAILY,317517.82,206071.64,21748.29,89697.89,APAC,Y,2023-04-28T23:59:00,2023-04-28T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.501018,1,True
EXP00000119,2023-04-29,DAILY,358721.24,251498.62,25921.98,81300.64,APAC,Y,2023-04-29T23:59:00,2023-04-29T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.501018,1,True
EXP00000120,2023-04-30,DAILY,320378.47,216175.69,23483.41,80719.37,LATAM,Y,2023-04-30T23:59:00,2023-04-30T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.501018,1,True
EXP00000121,2023-05-01,DAILY,402472.02,300099.86,28006.48,74365.68,LATAM,Y,2023-05-01T23:59:00,2023-05-01T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.501018,1,True
EXP00000122,2023-05-02,DAILY,339806.62,229434.99,22960.99,87410.64,LATAM,Y,2023-05-02T23:59:00,2023-05-02T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.501018,1,True
EXP00000123,2023-05-03,DAILY,349978.14,263990.93,24445.92,61541.29,US_EAST,Y,2023-05-03T23:59:00,2023-05-03T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.501018,1,True
EXP00000124,2023-05-04,DAILY,359669.51,269416.73,23932.82,66319.96,LATAM,Y,2023-05-04T23:59:00,2023-05-04T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.501018,1,True
EXP00000125,2023-05-05,DAILY,398664.31,286388.66,27142.20,85133.45,US_EAST,Y,2023-05-05T23:59:00,2023-05-05T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.501018,1,True
EXP00000126,2023-05-06,DAILY,338415.96,259063.08,24626.18,54726.70,US_EAST,Y,2023-05-06T23:59:00,2023-05-06T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.501018,1,True
EXP00000127,2023-05-07,DAILY,298652.41,233856.08,19304.05,45492.28,US_WEST,Y,2023-05-07T23:59:00,2023-05-07T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.502021,1,True
EXP00000128,2023-05-08,DAILY,304787.91,224693.26,20774.82,59319.83,EU_CENTRAL,Y,2023-05-08T23:59:00,2023-05-08T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.502021,1,True
EXP00000129,2023-05-09,DAILY,356854.66,216602.30,26339.28,113913.08,US_EAST,Y,2023-05-09T23:59:00,2023-05-09T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.502021,1,True
EXP00000130,2023-05-10,DAILY,304036.19,189832.56,22014.06,92189.57,LATAM,Y,2023-05-10T23:59:00,2023-05-10T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.502021,1,True
EXP00000131,2023-05-11,DAILY,327869.96,257585.10,23150.63,47134.23,LATAM,Y,2023-05-11T23:59:00,2023-05-11T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.502021,1,True
EXP00000132,2023-05-12,DAILY,306866.16,230858.33,22838.68,53169.15,APAC,Y,2023-05-12T23:59:00,2023-05-12T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.502021,1,True
EXP00000133,2023-05-13,DAILY,327579.17,201219.27,22723.90,103636.00,EU_CENTRAL,Y,2023-05-13T23:59:00,2023-05-13T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.502021,1,True
EXP00000134,2023-05-14,DAILY,404991.75,246239.61,27651.33,131100.81,US_EAST,Y,2023-05-14T23:59:00,2023-05-14T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.502021,1,True
EXP00000135,2023-05-15,DAILY,343917.46,261139.61,23085.24,59692.61,APAC,Y,2023-05-15T23:59:00,2023-05-15T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.502021,1,True
EXP00000136,2023-05-16,DAILY,376289.66,241238.50,25633.13,109418.03,LATAM,Y,2023-05-16T23:59:00,2023-05-16T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.502021,1,True
EXP00000137,2023-05-17,DAILY,372204.93,270964.37,27814.24,73426.32,APAC,Y,2023-05-17T23:59:00,2023-05-17T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.503043,1,True
EXP00000138,2023-05-18,DAILY,331985.68,214072.24,23453.96,94459.48,US_WEST,Y,2023-05-18T23:59:00,2023-05-18T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.503043,1,True
EXP00000139,2023-05-19,DAILY,349522.72,213785.05,24187.61,111550.06,APAC,Y,2023-05-19T23:59:00,2023-05-19T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.503043,1,True
EXP00000140,2023-05-20,DAILY,340976.88,271957.79,23681.63,45337.46,US_EAST,Y,2023-05-20T23:59:00,2023-05-20T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.503043,1,True
EXP00000141,2023-05-21,DAILY,316644.19,232321.89,21935.86,62386.44,EU_CENTRAL,Y,2023-05-21T23:59:00,2023-05-21T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.503043,1,True
EXP00000142,2023-05-22,DAILY,403645.99,245803.47,27515.05,130327.47,EU_CENTRAL,Y,2023-05-22T23:59:00,2023-05-22T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.503043,1,True
EXP00000143,2023-05-23,DAILY,412381.65,270546.30,28153.77,113681.58,EU_CENTRAL,Y,2023-05-23T23:59:00,2023-05-23T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.503043,1,True
EXP00000144,2023-05-24,DAILY,324384.31,258362.16,23236.36,42785.79,EU_CENTRAL,Y,2023-05-24T23:59:00,2023-05-24T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.503043,1,True
EXP00000145,2023-05-25,DAILY,399034.12,260551.05,27722.26,110760.81,LATAM,Y,2023-05-25T23:59:00,2023-05-25T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.504023,1,True
EXP00000146,2023-05-26,DAILY,331497.06,256371.47,23323.76,51801.83,US_EAST,Y,2023-05-26T23:59:00,2023-05-26T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.504023,1,True
EXP00000147,2023-05-27,DAILY,377836.38,275088.09,26452.75,76295.54,US_WEST,Y,2023-05-27T23:59:00,2023-05-27T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.504023,1,True
EXP00000148,2023-05-28,DAILY,376608.88,288551.98,25381.18,62675.72,LATAM,Y,2023-05-28T23:59:00,2023-05-28T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.504023,1,True
EXP00000149,2023-05-29,DAILY,400066.36,316086.77,27460.77,56518.82,LATAM,Y,2023-05-29T23:59:00,2023-05-29T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.504023,1,True
EXP00000150,2023-05-30,DAILY,369156.27,243936.84,25115.29,100104.14,LATAM,Y,2023-05-30T23:59:00,2023-05-30T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.504023,1,True
EXP00000151,2023-05-31,DAILY,295969.88,225007.19,20906.94,50055.75,US_WEST,Y,2023-05-31T23:59:00,2023-05-31T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.504023,1,True
EXP00000152,2023-06-01,DAILY,337139.34,212209.93,22404.76,102524.65,US_EAST,Y,2023-06-01T23:59:00,2023-06-01T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.504023,1,True
EXP00000153,2023-06-02,DAILY,344523.40,268424.90,23223.64,52874.86,US_EAST,Y,2023-06-02T23:59:00,2023-06-02T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.504023,1,True
EXP00000154,2023-06-03,DAILY,375669.40,289193.26,25662.22,60813.92,US_WEST,Y,2023-06-03T23:59:00,2023-06-03T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.504023,1,True
EXP00000155,2023-06-04,DAILY,305061.23,214243.17,21637.76,69180.30,US_EAST,Y,2023-06-04T23:59:00,2023-06-04T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.504023,1,True
EXP00000156,2023-06-05,DAILY,340549.93,254947.56,22889.01,62713.36,EU_CENTRAL,Y,2023-06-05T23:59:00,2023-06-05T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.504023,1,True
EXP00000157,2023-06-06,DAILY,351354.10,257883.21,22988.86,70482.03,APAC,Y,2023-06-06T23:59:00,2023-06-06T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.505038,1,True
EXP00000158,2023-06-07,DAILY,316974.46,209106.93,22240.52,85627.01,US_EAST,Y,2023-06-07T23:59:00,2023-06-07T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.505038,1,True
EXP00000159,2023-06-08,DAILY,390738.08,266084.90,26278.58,98374.60,APAC,Y,2023-06-08T23:59:00,2023-06-08T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.505038,1,True
EXP00000160,2023-06-09,DAILY,314492.82,230113.08,23658.98,60720.76,LATAM,Y,2023-06-09T23:59:00,2023-06-09T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.505038,1,True
EXP00000161,2023-06-10,DAILY,373659.94,255977.24,23834.23,93848.47,US_EAST,Y,2023-06-10T23:59:00,2023-06-10T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.505038,1,True
EXP00000162,2023-06-11,DAILY,330835.53,232745.68,21563.23,76526.62,EU_CENTRAL,Y,2023-06-11T23:59:00,2023-06-11T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.505038,1,True
EXP00000163,2023-06-12,DAILY,333301.43,231796.60,23202.57,78302.26,EU_CENTRAL,Y,2023-06-12T23:59:00,2023-06-12T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.505038,1,True
EXP00000164,2023-06-13,DAILY,315866.03,198244.65,22048.70,95572.68,US_EAST,Y,2023-06-13T23:59:00,2023-06-13T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.505038,1,True
EXP00000165,2023-06-14,DAILY,354981.40,250184.66,23777.12,81019.62,EU_CENTRAL,Y,2023-06-14T23:59:00,2023-06-14T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.505038,1,True
EXP00000166,2023-06-15,DAILY,321015.42,203730.60,23172.98,94111.84,US_EAST,Y,2023-06-15T23:59:00,2023-06-15T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.505038,1,True
EXP00000167,2023-06-16,DAILY,355156.29,267284.98,25116.65,62754.66,US_EAST,Y,2023-06-16T23:59:00,2023-06-16T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.505038,1,True
EXP00000168,2023-06-17,DAILY,374524.55,287788.37,25554.32,61181.86,US_EAST,Y,2023-06-17T23:59:00,2023-06-17T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.505038,1,True
EXP00000169,2023-06-18,DAILY,384707.81,282070.23,27443.54,75194.04,US_WEST,Y,2023-06-18T23:59:00,2023-06-18T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.506022,1,True
EXP00000170,2023-06-19,DAILY,316001.12,224246.74,23016.49,68737.89,US_EAST,Y,2023-06-19T23:59:00,2023-06-19T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.506022,1,True
EXP00000171,2023-06-20,DAILY,357306.72,221372.95,24539.14,111394.63,APAC,Y,2023-06-20T23:59:00,2023-06-20T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.506022,1,True
EXP00000172,2023-06-21,DAILY,368436.33,262191.64,26253.63,79991.06,EU_CENTRAL,Y,2023-06-21T23:59:00,2023-06-21T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.506022,1,True
EXP00000173,2023-06-22,DAILY,326851.07,247228.45,22357.75,57264.87,LATAM,Y,2023-06-22T23:59:00,2023-06-22T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.506022,1,True
EXP00000174,2023-06-23,DAILY,351476.32,277890.44,24433.05,49152.83,LATAM,Y,2023-06-23T23:59:00,2023-06-23T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.506022,1,True
EXP00000175,2023-06-24,DAILY,401777.11,298306.96,27264.94,76205.21,LATAM,Y,2023-06-24T23:59:00,2023-06-24T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.506022,1,True
EXP00000176,2023-06-25,DAILY,355969.91,258178.86,24052.18,73738.87,EU_CENTRAL,Y,2023-06-25T23:59:00,2023-06-25T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.506022,1,True
EXP00000177,2023-06-26,DAILY,351444.10,255932.34,24585.78,70925.98,US_WEST,Y,2023-06-26T23:59:00,2023-06-26T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.506022,1,True
EXP00000178,2023-06-27,DAILY,406451.01,259876.92,27066.19,119507.90,US_WEST,Y,2023-06-27T23:59:00,2023-06-27T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.506022,1,True
EXP00000179,2023-06-28,DAILY,360025.25,284765.70,25626.88,49632.67,EU_CENTRAL,Y,2023-06-28T23:59:00,2023-06-28T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.506022,1,True
EXP00000180,2023-06-29,DAILY,303291.47,213123.23,21094.77,69073.47,EU_CENTRAL,Y,2023-06-29T23:59:00,2023-06-29T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.506022,1,True
EXP00000181,2023-06-30,DAILY,396389.17,313206.59,27386.32,55796.26,APAC,Y,2023-06-30T23:59:00,2023-06-30T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.507018,1,True
EXP00000182,2023-07-01,DAILY,406934.34,307639.88,26878.74,72415.72,US_WEST,Y,2023-07-01T23:59:00,2023-07-01T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.507018,1,True
EXP00000183,2023-07-02,DAILY,330038.53,239661.29,21901.61,68475.63,US_WEST,Y,2023-07-02T23:59:00,2023-07-02T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.507018,1,True
EXP00000184,2023-07-03,DAILY,352652.01,244768.68,23237.53,84645.80,APAC,Y,2023-07-03T23:59:00,2023-07-03T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.507018,1,True
EXP00000185,2023-07-04,DAILY,334087.77,241752.32,22670.25,69665.20,US_WEST,Y,2023-07-04T23:59:00,2023-07-04T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.507018,1,True
EXP00000186,2023-07-05,DAILY,351664.70,214803.96,25175.21,111685.53,US_EAST,Y,2023-07-05T23:59:00,2023-07-05T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.507018,1,True
EXP00000187,2023-07-06,DAILY,343640.92,245490.92,22195.51,75954.49,APAC,Y,2023-07-06T23:59:00,2023-07-06T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.507018,1,True
EXP00000188,2023-07-07,DAILY,374207.33,291639.67,26156.66,56411.00,APAC,Y,2023-07-07T23:59:00,2023-07-07T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.507018,1,True
EXP00000189,2023-07-08,DAILY,420939.46,299727.97,28496.88,92714.61,APAC,Y,2023-07-08T23:59:00,2023-07-08T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.507018,1,True
EXP00000190,2023-07-09,DAILY,370695.40,273515.52,24321.60,72858.28,US_EAST,Y,2023-07-09T23:59:00,2023-07-09T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.507018,1,True
EXP00000191,2023-07-10,DAILY,335787.72,242226.22,22337.26,71224.24,US_EAST,Y,2023-07-10T23:59:00,2023-07-10T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.507018,1,True
EXP00000192,2023-07-11,DAILY,363428.07,262185.36,24602.26,76640.45,EU_CENTRAL,Y,2023-07-11T23:59:00,2023-07-11T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.507018,1,True
EXP00000193,2023-07-12,DAILY,397505.78,304304.82,28354.81,64846.15,US_WEST,Y,2023-07-12T23:59:00,2023-07-12T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.507018,1,True
EXP00000194,2023-07-13,DAILY,308445.75,206109.90,20057.32,82278.53,US_EAST,Y,2023-07-13T23:59:00,2023-07-13T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.507018,1,True
EXP00000195,2023-07-14,DAILY,404367.98,261912.52,26064.18,116391.28,US_EAST,Y,2023-07-14T23:59:00,2023-07-14T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.507018,1,True
EXP00000196,2023-07-15,DAILY,383381.98,275479.10,27451.01,80451.87,US_WEST,Y,2023-07-15T23:59:00,2023-07-15T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.507018,1,True
EXP00000197,2023-07-16,DAILY,357142.20,244711.77,24724.54,87705.89,LATAM,Y,2023-07-16T23:59:00,2023-07-16T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.508017,1,True
EXP00000198,2023-07-17,DAILY,336222.23,259908.85,23474.14,52839.24,APAC,Y,2023-07-17T23:59:00,2023-07-17T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.508017,1,True
EXP00000199,2023-07-18,DAILY,359584.14,234878.52,23275.35,101430.27,LATAM,Y,2023-07-18T23:59:00,2023-07-18T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.508017,1,True
EXP00000200,2023-07-19,DAILY,370143.30,268416.21,25560.31,76166.78,LATAM,Y,2023-07-19T23:59:00,2023-07-19T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.508017,1,True
EXP00000201,2023-07-20,DAILY,374606.41,247354.35,25435.58,101816.48,US_WEST,Y,2023-07-20T23:59:00,2023-07-20T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.508017,1,True
EXP00000202,2023-07-21,DAILY,345662.78,231344.31,22820.14,91498.33,EU_CENTRAL,Y,2023-07-21T23:59:00,2023-07-21T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.508017,1,True
EXP00000203,2023-07-22,DAILY,396580.89,284363.24,26490.62,85727.03,APAC,Y,2023-07-22T23:59:00,2023-07-22T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.508017,1,True
EXP00000204,2023-07-23,DAILY,364845.71,240615.79,25998.10,98231.82,US_WEST,Y,2023-07-23T23:59:00,2023-07-23T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.508017,1,True
EXP00000205,2023-07-24,DAILY,347465.48,246274.96,24868.53,76321.99,US_EAST,Y,2023-07-24T23:59:00,2023-07-24T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.508017,1,True
EXP00000206,2023-07-25,DAILY,320729.30,252841.35,22357.67,45530.28,US_EAST,Y,2023-07-25T23:59:00,2023-07-25T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.508017,1,True
EXP00000207,2023-07-26,DAILY,338152.76,242272.24,23708.44,72172.08,US_WEST,Y,2023-07-26T23:59:00,2023-07-26T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.508017,1,True
EXP00000208,2023-07-27,DAILY,372110.88,249253.81,24318.54,98538.53,US_WEST,Y,2023-07-27T23:59:00,2023-07-27T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.508017,1,True
EXP00000209,2023-07-28,DAILY,322449.77,211247.52,22607.89,88594.36,US_WEST,Y,2023-07-28T23:59:00,2023-07-28T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.508017,1,True
EXP00000210,2023-07-29,DAILY,340114.77,266925.92,22716.62,50472.23,EU_CENTRAL,Y,2023-07-29T23:59:00,2023-07-29T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.508017,1,True
EXP00000211,2023-07-30,DAILY,418299.15,284122.79,26869.74,107306.62,APAC,Y,2023-07-30T23:59:00,2023-07-30T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.508017,1,True
EXP00000212,2023-07-31,DAILY,410687.12,305590.32,27526.24,77570.56,EU_CENTRAL,Y,2023-07-31T23:59:00,2023-07-31T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.508017,1,True
EXP00000213,2023-08-01,DAILY,339293.23,204647.93,23070.34,111574.96,APAC,Y,2023-08-01T23:59:00,2023-08-01T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.508017,1,True
EXP00000214,2023-08-02,DAILY,340019.74,258007.81,23154.47,58857.46,EU_CENTRAL,Y,2023-08-02T23:59:00,2023-08-02T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.509535,1,True
EXP00000215,2023-08-03,DAILY,379959.53,238205.89,25846.08,115907.56,APAC,Y,2023-08-03T23:59:00,2023-08-03T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.509535,1,True
